PlantId,PlantName,OperatorID,OperatorName,State,BalancingAuthorityCode,PrimeMover,PrimeFuel,ElecFuelMMBTU,NetGenMWh
1359,Mother Ann Lee,54775,Lock 7 Hydro Partners LLC,KY,PJM,HY,WAT,"97,556","11,032"
1384,Cooper,5580,"East Kentucky Power Coop, Inc",KY,PJM,ST,BIT,"5,273,286","478,043"
1384,Cooper,5580,"East Kentucky Power Coop, Inc",KY,PJM,ST,DFO,"29,892",569
1554,Herbert A Wagner,60422,H.A. Wagner LLC,MD,PJM,GT,DFO,824,41
1554,Herbert A Wagner,60422,H.A. Wagner LLC,MD,PJM,ST,BIT,"1,487,614","103,508"
1554,Herbert A Wagner,60422,H.A. Wagner LLC,MD,PJM,ST,NG,"199,604","10,874"
1554,Herbert A Wagner,60422,H.A. Wagner LLC,MD,PJM,ST,RC,0,0
1554,Herbert A Wagner,60422,H.A. Wagner LLC,MD,PJM,ST,RFO,"159,335","8,365"
1556,Perryman,4161,Constellation Power Source Gen,MD,PJM,GT,DFO,"156,386","13,244"
1556,Perryman,4161,Constellation Power Source Gen,MD,PJM,GT,NG,"2,601,978","226,692"
1557,Philadelphia,4161,Constellation Power Source Gen,MD,PJM,GT,DFO,"76,264","4,294"
1563,Crisfield,56609,Calpine Mid-Atlantic Generation LLC,MD,PJM,IC,DFO,"14,415","1,400"
1564,Vienna Operations,19830,NRG Vienna Operations Inc,MD,PJM,GT,DFO,"18,053","1,135"
1564,Vienna Operations,19830,NRG Vienna Operations Inc,MD,PJM,ST,DFO,"3,672",-25
1564,Vienna Operations,19830,NRG Vienna Operations Inc,MD,PJM,ST,RFO,"51,745",-867
1567,Deep Creek,54679,BP Piney & Deep Creek LLC,MD,PJM,HY,WAT,"176,790","19,992"
1571,Chalk Point Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,GT,BIT,0,0
1571,Chalk Point Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,GT,DFO,"78,835","4,339"
1571,Chalk Point Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,GT,NG,"109,651","7,643"
1571,Chalk Point Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,ST,BIT,0,0
1571,Chalk Point Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,ST,DFO,0,-157
1571,Chalk Point Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,ST,NG,"1,623,503","95,501"
1571,Chalk Point Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,ST,RFO,0,0
1572,Dickerson Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,GT,BIT,0,0
1572,Dickerson Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,GT,DFO,"33,678","1,020"
1572,Dickerson Power,12653,"Lanyard Power Holdings, LLC",MD,PJM,GT,NG,"2,159,333","179,672"
1573,Morgantown Generating Plant,12653,"Lanyard Power Holdings, LLC",MD,PJM,GT,DFO,"25,888",321
1573,Morgantown Generating Plant,12653,"Lanyard Power Holdings, LLC",MD,PJM,ST,BIT,"14,988,744","1,382,681"
1573,Morgantown Generating Plant,12653,"Lanyard Power Holdings, LLC",MD,PJM,ST,DFO,"17,349","1,479"
1574,Conowingo,6035,Exelon Power,MD,PJM,HY,WAT,"18,545,158","2,097,157"
1580,Easton,5625,Easton Utilities Comm,MD,PJM,IC,DFO,"12,839",146
1580,Easton,5625,Easton Utilities Comm,MD,PJM,IC,NG,0,0
1753,Berrien Springs,9324,Indiana Michigan Power Co,MI,PJM,HY,WAT,"243,969","27,589"
1754,Buchanan (MI),9324,Indiana Michigan Power Co,MI,PJM,HY,WAT,"136,969","15,489"
1760,Constantine,9324,Indiana Michigan Power Co,MI,PJM,HY,WAT,"42,711","4,830"
1761,Mottville,9324,Indiana Michigan Power Co,MI,PJM,HY,WAT,"56,977","6,443"
1855,Sturgis City Diesel Plant,18252,City of Sturgis,MI,PJM,IC,DFO,"1,327",97
1855,Sturgis City Diesel Plant,18252,City of Sturgis,MI,PJM,IC,NG,"4,729",347
1856,Hydro Plant,18252,City of Sturgis,MI,PJM,HY,WAT,0,0
2379,Carlls Corner,56606,Calpine New Jersey Generation LLC,NJ,PJM,GT,DFO,0,0
2379,Carlls Corner,56606,Calpine New Jersey Generation LLC,NJ,PJM,GT,KER,0,0
2379,Carlls Corner,56606,Calpine New Jersey Generation LLC,NJ,PJM,GT,NG,"84,406","5,014"
2390,Sayreville,63034,"Sayreville Power, LLC",NJ,PJM,GT,DFO,"8,349",-352
2390,Sayreville,63034,"Sayreville Power, LLC",NJ,PJM,GT,NG,"17,415",-736
2393,Gilbert,63033,"Gilbert Power, LLC",NJ,PJM,CA,DFO,0,0
2393,Gilbert,63033,"Gilbert Power, LLC",NJ,PJM,CA,NG,0,"12,616"
2393,Gilbert,63033,"Gilbert Power, LLC",NJ,PJM,CT,DFO,0,0
2393,Gilbert,63033,"Gilbert Power, LLC",NJ,PJM,CT,NG,"665,499","42,612"
2393,Gilbert,63033,"Gilbert Power, LLC",NJ,PJM,GT,DFO,"9,468",603
2393,Gilbert,63033,"Gilbert Power, LLC",NJ,PJM,GT,NG,"203,589","12,973"
2398,Bergen Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CA,KER,0,-155
2398,Bergen Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CA,NG,"117,579","571,031"
2398,Bergen Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CT,KER,342,0
2398,Bergen Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CT,NG,"13,456,686","1,168,816"
2399,PSEG Burlington Generating Station,15147,PSEG Fossil LLC,NJ,PJM,GT,KER,315,32
2399,PSEG Burlington Generating Station,15147,PSEG Fossil LLC,NJ,PJM,GT,NG,"185,173","18,062"
2401,PSEG Essex Generating Station,15147,PSEG Fossil LLC,NJ,PJM,GT,KER,141,9
2401,PSEG Essex Generating Station,15147,PSEG Fossil LLC,NJ,PJM,GT,NG,"51,355","3,309"
2404,PSEG Kearny Generating Station,15147,PSEG Fossil LLC,NJ,PJM,GT,KER,"9,318",796
2404,PSEG Kearny Generating Station,15147,PSEG Fossil LLC,NJ,PJM,GT,NG,"1,565,851","133,751"
2404,PSEG Kearny Generating Station,15147,PSEG Fossil LLC,NJ,PJM,GT,RFO,0,0
2406,PSEG Linden Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CA,DFO,0,207
2406,PSEG Linden Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CA,NG,"1,548,684","1,241,586"
2406,PSEG Linden Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CT,DFO,"5,779",512
2406,PSEG Linden Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CT,NG,"25,122,158","2,271,440"
2406,PSEG Linden Generating Station,15147,PSEG Fossil LLC,NJ,PJM,GT,DFO,"7,700",406
2406,PSEG Linden Generating Station,15147,PSEG Fossil LLC,NJ,PJM,GT,NG,"357,568","25,168"
2410,PSEG Salem Generating Station,15478,PSEG Nuclear LLC,NJ,PJM,GT,DFO,0,-41
2410,PSEG Salem Generating Station,15478,PSEG Nuclear LLC,NJ,PJM,GT,KER,0,0
2410,PSEG Salem Generating Station,15478,PSEG Nuclear LLC,NJ,PJM,ST,NUC,0,"8,856,743"
2410,PSEG Salem Generating Station,15478,PSEG Nuclear LLC,NJ,PJM,ST,NUC,0,"10,205,299"
2411,PSEG Sewaren Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CA,DFO,0,21
2411,PSEG Sewaren Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CA,NG,"1,697,905","1,092,600"
2411,PSEG Sewaren Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CT,DFO,414,44
2411,PSEG Sewaren Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CT,NG,"21,251,915","2,239,231"
2411,PSEG Sewaren Generating Station,15147,PSEG Fossil LLC,NJ,PJM,CT,RFO,0,0
2434,Howard Down,19856,City of Vineland - (NJ),NJ,PJM,GT,BIT,0,0
2434,Howard Down,19856,City of Vineland - (NJ),NJ,PJM,GT,DFO,0,0
2434,Howard Down,19856,City of Vineland - (NJ),NJ,PJM,GT,NG,"461,420","43,212"
2434,Howard Down,19856,City of Vineland - (NJ),NJ,PJM,GT,RFO,0,0
2756,Gaston,19876,Virginia Electric & Power Co,NC,PJM,HY,WAT,"2,454,825","277,538"
2758,Roanoke Rapids,19876,Virginia Electric & Power Co,NC,PJM,HY,WAT,"2,515,382","284,449"
2783,Buxton,13683,North Carolina El Member Corp,NC,PJM,IC,DFO,"6,112",228
2828,Cardinal,61412,Cardinal Operating Company,OH,PJM,ST,BIT,"98,548,381","10,019,137"
2828,Cardinal,61412,Cardinal Operating Company,OH,PJM,ST,DFO,"472,922","47,806"
2830,Walter C Beckjord,3542,Duke Energy Ohio Inc,OH,PJM,BA,MWH,0,-497
2830,Walter C Beckjord,3542,Duke Energy Ohio Inc,OH,PJM,ST,BIT,0,0
2830,Walter C Beckjord,3542,Duke Energy Ohio Inc,OH,PJM,ST,DFO,0,0
2831,Dicks Creek,59917,Luminant Dick's Creek,OH,PJM,GT,DFO,0,0
2831,Dicks Creek,59917,Luminant Dick's Creek,OH,PJM,GT,NG,"172,433","7,198"
2832,Miami Fort,59919,Luminant Miami Fort,OH,PJM,GT,DFO,"4,690",157
2832,Miami Fort,59919,Luminant Miami Fort,OH,PJM,ST,BIT,"69,854,826","6,764,104"
2832,Miami Fort,59919,Luminant Miami Fort,OH,PJM,ST,DFO,"126,721","12,234"
2836,Avon Lake,14165,"GenOn Power Midwest, LP",OH,PJM,GT,DFO,"1,508",-171
2836,Avon Lake,14165,"GenOn Power Midwest, LP",OH,PJM,ST,BIT,"6,151,419","554,083"
2836,Avon Lake,14165,"GenOn Power Midwest, LP",OH,PJM,ST,DFO,"11,369","1,005"
2836,Avon Lake,14165,"GenOn Power Midwest, LP",OH,PJM,ST,SUB,"2,916,934","273,785"
2847,Tait Electric Generating Station,61919,Kimura Power LLC,OH,PJM,GT,DFO,"53,632","4,435"
2847,Tait Electric Generating Station,61919,Kimura Power LLC,OH,PJM,GT,NG,"12,095,235","1,000,076"
2847,Tait Electric Generating Station,61919,Kimura Power LLC,OH,PJM,IC,DFO,"1,966",187
2847,Tait Electric Generating Station,61919,Kimura Power LLC,OH,PJM,IC,NG,0,0
2848,O H Hutchings,61919,Kimura Power LLC,OH,PJM,GT,BIT,0,0
2848,O H Hutchings,61919,Kimura Power LLC,OH,PJM,GT,DFO,0,0
2848,O H Hutchings,61919,Kimura Power LLC,OH,PJM,GT,NG,"23,273",962
2851,Monument,61919,Kimura Power LLC,OH,PJM,IC,DFO,"1,306",123
2852,Sidney (OH),61919,Kimura Power LLC,OH,PJM,IC,DFO,"1,984",197
2854,Yankee Street,61919,Kimura Power LLC,OH,PJM,GT,DFO,54,3
2854,Yankee Street,61919,Kimura Power LLC,OH,PJM,GT,NG,"196,859","13,295"
2854,Yankee Street,61919,Kimura Power LLC,OH,PJM,PV,SUN,"7,773",879
2861,Niles Power Plant,63030,"Niles Power, LLC",OH,PJM,GT,BIT,0,0
2861,Niles Power Plant,63030,"Niles Power, LLC",OH,PJM,GT,DFO,"5,242",-214
2861,Niles Power Plant,63030,"Niles Power, LLC",OH,PJM,GT,NG,0,0
2866,W H Sammis,64226,Energy Harbor Generation LLC,OH,PJM,IC,DFO,"2,361",225
2866,W H Sammis,64226,Energy Harbor Generation LLC,OH,PJM,ST,BIT,"53,457,097","4,634,829"
2866,W H Sammis,64226,Energy Harbor Generation LLC,OH,PJM,ST,DFO,"248,223","20,999"
2866,W H Sammis,64226,Energy Harbor Generation LLC,OH,PJM,ST,SUB,0,0
2869,West Lorain,63239,Vermillion Power LLC,OH,PJM,GT,DFO,"66,629","5,604"
2869,West Lorain,63239,Vermillion Power LLC,OH,PJM,GT,NG,"3,717,860","312,642"
2876,Kyger Creek,14015,Ohio Valley Electric Corp,OH,PJM,ST,BIT,"54,151,713","5,027,169"
2876,Kyger Creek,14015,Ohio Valley Electric Corp,OH,PJM,ST,DFO,"76,660","7,112"
2876,Kyger Creek,14015,Ohio Valley Electric Corp,OH,PJM,ST,SUB,0,0
2876,Kyger Creek,14015,Ohio Valley Electric Corp,OH,PJM,ST,WC,0,0
2878,FirstEnergy Bay Shore,62031,"Walleye Power, LLC",OH,PJM,GT,DFO,693,0
2878,FirstEnergy Bay Shore,62031,"Walleye Power, LLC",OH,PJM,ST,DFO,"42,789","3,337"
2878,FirstEnergy Bay Shore,62031,"Walleye Power, LLC",OH,PJM,ST,PC,"12,476,880","970,873"
2878,FirstEnergy Bay Shore,62031,"Walleye Power, LLC",OH,PJM,ST,SUB,0,0
2880,Richland,57359,Richland-Stryker Generation LLC,OH,PJM,GT,DFO,618,47
2880,Richland,57359,Richland-Stryker Generation LLC,OH,PJM,GT,NG,"4,797,273","364,036"
2881,Stryker,57359,Richland-Stryker Generation LLC,OH,PJM,GT,DFO,827,41
2902,Arcanum,768,City of Arcanum - (OH),OH,PJM,IC,DFO,6,0
2903,Bryan (OH),2439,City of Bryan - (OH),OH,PJM,GT,DFO,299,18
2903,Bryan (OH),2439,City of Bryan - (OH),OH,PJM,GT,NG,"52,000","3,074"
2903,Bryan (OH),2439,City of Bryan - (OH),OH,PJM,IC,DFO,"1,905",199
2909,West 41st Street,3762,City of Cleveland - (OH),OH,PJM,GT,DFO,0,0
2909,West 41st Street,3762,City of Cleveland - (OH),OH,PJM,GT,NG,0,0
2914,Dover,5336,City of Dover - (OH),OH,PJM,GT,NG,"15,550",927
2914,Dover,5336,City of Dover - (OH),OH,PJM,IC,DFO,435,31
2914,Dover,5336,City of Dover - (OH),OH,PJM,ST,BIT,"940,723","57,452"
2914,Dover,5336,City of Dover - (OH),OH,PJM,ST,NG,"4,374",209
2917,Hamilton (OH),7977,City of Hamilton - (OH),OH,PJM,GT,NG,"31,181",982
2917,Hamilton (OH),7977,City of Hamilton - (OH),OH,PJM,ST,BIT,0,0
2917,Hamilton (OH),7977,City of Hamilton - (OH),OH,PJM,ST,NG,0,0
2933,Oberlin (OH),13949,City of Oberlin - (OH),OH,PJM,IC,DFO,"2,493",165
2933,Oberlin (OH),13949,City of Oberlin - (OH),OH,PJM,IC,NG,"9,078",599
2935,Orrville,14194,City of Orrville - (OH),OH,PJM,ST,BIT,"234,635","14,038"
2935,Orrville,14194,City of Orrville - (OH),OH,PJM,ST,NG,"218,663","13,265"
2936,Painesville,14381,City of Painesville,OH,PJM,IC,DFO,790,71
2936,Painesville,14381,City of Painesville,OH,PJM,ST,BIT,"10,065",521
2936,Painesville,14381,City of Painesville,OH,PJM,ST,NG,"6,046",363
2937,Piqua Power Plant,15095,City of Piqua - (OH),OH,PJM,GT,BIT,0,0
2937,Piqua Power Plant,15095,City of Piqua - (OH),OH,PJM,GT,DFO,"12,957",442
2942,St Marys,17891,City of St Marys - (OH),OH,PJM,GT,BIT,0,0
2942,St Marys,17891,City of St Marys - (OH),OH,PJM,GT,DFO,"112,661",553
2942,St Marys,17891,City of St Marys - (OH),OH,PJM,GT,NG,"15,549",76
2945,Anadarko,20977,City of Woodsfield - (OH),OH,PJM,IC,DFO,"42,314",112
2945,Anadarko,20977,City of Woodsfield - (OH),OH,PJM,IC,NG,0,0
3096,Brunot Island,63032,"Brunot Island Power, LLC",PA,PJM,CA,NG,"9,749","2,460"
3096,Brunot Island,63032,"Brunot Island Power, LLC",PA,PJM,CT,NG,"308,361","21,142"
3096,Brunot Island,63032,"Brunot Island Power, LLC",PA,PJM,GT,DFO,"2,249",-139
3109,Hamilton (PA),63035,"Hamilton Power, LLC",PA,PJM,GT,DFO,"5,213",172
3110,Hunterstown,63036,"Hunterstown Power, LLC",PA,PJM,GT,DFO,0,0
3110,Hunterstown,63036,"Hunterstown Power, LLC",PA,PJM,GT,NG,"454,606","30,950"
3111,Mountain,63037,"Mountain Power, LLC",PA,PJM,GT,DFO,"62,430","3,710"
3111,Mountain,63037,"Mountain Power, LLC",PA,PJM,GT,NG,0,0
3112,Orrtanna,63038,"Orrtanna Power, LLC",PA,PJM,GT,DFO,"4,127",35
3113,Portland (PA),63039,"Portland Power, LLC",PA,PJM,GT,BIT,0,0
3113,Portland (PA),63039,"Portland Power, LLC",PA,PJM,GT,DFO,"41,273","2,026"
3113,Portland (PA),63039,"Portland Power, LLC",PA,PJM,GT,NG,0,0
3114,Shawnee (PA),63040,"Shawnee Power, LLC",PA,PJM,GT,DFO,"5,005",133
3115,Titus,63041,"Titus Power, LLC",PA,PJM,GT,BIT,0,0
3115,Titus,63041,"Titus Power, LLC",PA,PJM,GT,DFO,"5,483",-335
3115,Titus,63041,"Titus Power, LLC",PA,PJM,GT,NG,0,0
3116,Tolna,63042,"Tolna Power, LLC",PA,PJM,GT,DFO,"48,455","2,856"
3117,York Haven,57280,"Eagle Creek Renewable Energy, LLC",PA,PJM,HY,WAT,"852,058","96,354"
3118,Conemaugh,63047,KeyCon Operating LLC,PA,PJM,IC,DFO,"1,969",193
3118,Conemaugh,63047,KeyCon Operating LLC,PA,PJM,ST,BIT,"9,841,667","939,907"
3118,Conemaugh,63047,KeyCon Operating LLC,PA,PJM,ST,NG,"257,389","24,186"
3118,Conemaugh,63047,KeyCon Operating LLC,PA,PJM,ST,RC,"64,148,113","6,298,878"
3120,Blossburg,63043,"Blossburg Power, LLC",PA,PJM,GT,NG,"11,803",543
3122,Homer City Generating Station,58615,NRG Homer City Services LLC,PA,PJM,ST,BIT,"47,762,708","4,403,331"
3122,Homer City Generating Station,58615,NRG Homer City Services LLC,PA,PJM,ST,DFO,"377,794","33,305"
3124,Piney,54679,BP Piney & Deep Creek LLC,PA,PJM,HY,WAT,"586,750","66,352"
3130,Seward (PA),61781,Seward Generating LLC,PA,PJM,ST,BIT,0,0
3130,Seward (PA),61781,Seward Generating LLC,PA,PJM,ST,DFO,"89,398","8,080"
3130,Seward (PA),61781,Seward Generating LLC,PA,PJM,ST,WC,"31,291,921","2,850,652"
3131,Shawville,63044,"Shawville Power, LLC",PA,PJM,IC,DFO,"1,023",95
3131,Shawville,63044,"Shawville Power, LLC",PA,PJM,ST,BIT,0,0
3131,Shawville,63044,"Shawville Power, LLC",PA,PJM,ST,DFO,0,0
3131,Shawville,63044,"Shawville Power, LLC",PA,PJM,ST,NG,"7,376,132","634,878"
3132,Warren,63045,"Warren Generation, LLC",PA,PJM,GT,DFO,0,0
3132,Warren,63045,"Warren Generation, LLC",PA,PJM,GT,NG,"130,040","7,127"
3136,Keystone,63047,KeyCon Operating LLC,PA,PJM,IC,DFO,"2,355",208
3136,Keystone,63047,KeyCon Operating LLC,PA,PJM,ST,BIT,"5,660,400","482,938"
3136,Keystone,63047,KeyCon Operating LLC,PA,PJM,ST,DFO,"13,829","1,410"
3136,Keystone,63047,KeyCon Operating LLC,PA,PJM,ST,RC,"72,036,566","6,931,133"
3136,Keystone,63047,KeyCon Operating LLC,PA,PJM,ST,RFO,0,0
3136,Keystone,63047,KeyCon Operating LLC,PA,PJM,ST,SC,0,0
3138,New Castle Plant,63031,"New Castle Power, LLC",PA,PJM,IC,DFO,600,55
3138,New Castle Plant,63031,"New Castle Power, LLC",PA,PJM,ST,NG,"3,807,178","297,574"
3138,New Castle Plant,63031,"New Castle Power, LLC",PA,PJM,ST,SUB,0,0
3139,TalenEnergy Martin Creek LLC Allentown,15276,TalenEnergy Martins Creek LLC,PA,PJM,GT,DFO,"6,033",382
3140,Brunner Island,15537,Brunner Island LLC,PA,PJM,IC,DFO,0,0
3140,Brunner Island,15537,Brunner Island LLC,PA,PJM,ST,BIT,"21,404,265","1,920,018"
3140,Brunner Island,15537,Brunner Island LLC,PA,PJM,ST,DFO,"14,681","1,283"
3140,Brunner Island,15537,Brunner Island LLC,PA,PJM,ST,NG,"7,068,730","597,235"
3140,Brunner Island,15537,Brunner Island LLC,PA,PJM,ST,RC,0,0
3142,TalenEnergy Martins Creek LLC Fishbach,15276,TalenEnergy Martins Creek LLC,PA,PJM,GT,DFO,514,36
3143,TalenEnergy Martins Creek LLC Harrisburg,15276,TalenEnergy Martins Creek LLC,PA,PJM,GT,DFO,"13,829",828
3144,TalenEnergy Martins Creek LLC Harwood,15276,TalenEnergy Martins Creek LLC,PA,PJM,GT,DFO,"6,831",361
3145,Holtwood,60416,BIF III Holtwood LLC,PA,PJM,HY,WAT,"9,834,690","1,112,144"
3146,TalenEnergy Martins Creek LLC Jenkins,15276,TalenEnergy Martins Creek LLC,PA,PJM,GT,DFO,"1,157",62
3147,TalenEnergy Martins Creek LLC Lock Haven,15276,TalenEnergy Martins Creek LLC,PA,PJM,GT,DFO,288,20
3148,TalenEnergy Martins Creek,15276,TalenEnergy Martins Creek LLC,PA,PJM,GT,NG,"178,976","10,713"
3148,TalenEnergy Martins Creek,15276,TalenEnergy Martins Creek LLC,PA,PJM,ST,DFO,865,55
3148,TalenEnergy Martins Creek,15276,TalenEnergy Martins Creek LLC,PA,PJM,ST,NG,"4,618,382","343,461"
3148,TalenEnergy Martins Creek,15276,TalenEnergy Martins Creek LLC,PA,PJM,ST,RFO,"20,474","1,535"
3149,TalenEnergy Montour,15534,TalenEnergy Montour LLC,PA,PJM,ST,BIT,"13,217,807","1,248,538"
3149,TalenEnergy Montour,15534,TalenEnergy Montour LLC,PA,PJM,ST,DFO,"130,044","11,797"
3149,TalenEnergy Montour,15534,TalenEnergy Montour LLC,PA,PJM,ST,RC,0,0
3152,Sunbury Generation LP,22001,Sunbury Generation LP,PA,PJM,GT,BIT,0,0
3152,Sunbury Generation LP,22001,Sunbury Generation LP,PA,PJM,GT,DFO,"4,177",136
3152,Sunbury Generation LP,22001,Sunbury Generation LP,PA,PJM,GT,PC,0,0
3152,Sunbury Generation LP,22001,Sunbury Generation LP,PA,PJM,IC,DFO,938,76
3153,Wallenpaupack,60417,Wallenpuapack Hydro,PA,PJM,HY,WAT,"1,032,597","116,770"
3154,TalenEnergy Martins Creek LLC West Shore,15276,TalenEnergy Martins Creek LLC,PA,PJM,GT,DFO,"15,773","1,149"
